Book,Chapter,Verse,Source (Yami),Source (Cleaned),Translation (Tagalog),Reference (Tagalog),Reference (Cleaned),BLEU
Matthew,17,26,"Maniring si Pite am, “Mangap do karwan no tao.” Maniring si Yeso jya am, “No ori o nakem mo am ji noroi saon o anak na am.",maniring si pite am mangap do karwan no tao maniring si yeso jya am no ori o nakem mo am ji noroi saon o anak na am,nang magkagayoy sinabi ni pedro sa kanila kayat sinabi sa kaniya ni jesus kung gayon ang anak ay hindi mawawalan ng buhay,"At nang sabihin niya, Sa nangaiiba, ay sinabi sa kaniya ni Jesus, Kung gayo'y hindi nangagbabayad ang mga anak.",at nang sabihin niya sa nangaiiba ay sinabi sa kaniya ni jesus kung gayoy hindi nangagbabayad ang mga anak,25.306188056493337
Matthew,24,26,"“No amyan so tao a manci nya jinyo so, ‘Yamyan si Kizisto do kabwan no nihakawan no tao,’ am ji kamo angay. No amyan so manci no, ‘Yamyan si Kizisto do sahad no vahay,’ am ji nyo to nganoyngi.",no amyan so tao a manci nya jinyo so yamyan si kizisto do kabwan no nihakawan no tao am ji kamo angay no amyan so manci no yamyan si kizisto do sahad no vahay am ji nyo to nganoyngi,kung magkagayoy sabihin nila sa inyo narito ang cristo sa ilang huwag ninyong yumaon at kung magkagayoy sabihin nila sa inyo narito ang cristo sa mga bubungan huwag ninyong paniwalaan,"Kaya, kung sasabihin nila sa inyo, ‘Tingnan ninyo, siya'y nasa ilang,’ huwag kayong lumabas. ‘Tingnan ninyo, siya'y nasa mga silid,’ huwag ninyong paniwalaan.",kaya kung sasabihin nila sa inyo tingnan ninyo siyay nasa ilang huwag kayong lumabas tingnan ninyo siyay nasa mga silid huwag ninyong paniwalaan,9.337534921653756
Acts,11,18,"Mamizing da o ciring na jira am ji da rana namwada, ta isaray da si Ama ta do to. Maniring sira am, “Yamanoyong si Ama ta do to a yamarilaw no beken a tao do Yotay a nimamlis rana a na torwan no to meyyonong a ikavyay no pahad da.”",mamizing da o ciring na jira am ji da rana namwada ta isaray da si ama ta do to maniring sira am yamanoyong si ama ta do to a yamarilaw no beken a tao do yotay a nimamlis rana a na torwan no to meyyonong a ikavyay no pahad da,nang marinig nila ang mga bagay na ito ay tumigil sila at niluwalhati nila ang diyos na nagsasabi narito tinanggap din ng diyos ng mga hentil ang buhay na walang hanggan,"Nang marinig nila ang mga bagay na ito, tumahimik sila at niluwalhati ang Diyos, na sinasabi, “Kung gayo'y binigyan din ng Diyos ang mga Hentil ng pagsisisi tungo sa buhay.”",nang marinig nila ang mga bagay na ito tumahimik sila at niluwalhati ang diyos na sinasabi kung gayoy binigyan din ng diyos ang mga hentil ng pagsisisi tungo sa buhay,36.8070544051907
2 Corinthians,2,1,Am ori o to ko na mamneki do kaji ko na ratan so kangangay nyo no si mangay ko pa jinyo no ipisa.,am ori o to ko na mamneki do kaji ko na ratan so kangangay nyo no si mangay ko pa jinyo no ipisa,kayat pinagsikapan ko na kapag akoy dumating na muli sa inyo ay huwag akong matakot sa anumang bagay,"Sapagkat ipinasiya ko sa aking sarili, na hindi na ako muling paririyan sa inyo na may malungkot na pagdalaw.",sapagkat ipinasiya ko sa aking sarili na hindi na ako muling paririyan sa inyo na may malungkot na pagdalaw,5.3475478283692555
John,20,25,"Maniring sira o karwan da am, “Namen nimacita si Yeso a Panirsirngen ta.” Maniring si Tomase jira am, “No si macita ko na a kapatoz ko so rokap ko do nipayorayan da so lima na do jyojika kapinan ko do tagtagzang na am ori saon o anoyngan ko jya am.”",maniring sira o karwan da am namen nimacita si yeso a panirsirngen ta maniring si tomase jira am no si macita ko na a kapatoz ko so rokap ko do nipayorayan da so lima na do jyojika kapinan ko do tagtagzang na am ori saon o anoyngan ko jya am,sinabi nga sa kaniya ng mga iba nakita namin ang panginoon subalit sinabi niya sa kanila malibang makita ko ang mga kamay ng panginoon at ang mga kamay ng mga apostol at maipasok ko ang mga daliri ng mga kamay ng mga apostol at maipasok ko ang mga daliri ng mga kamay ng mga apostol at maipasok ko ang mga daliri ng mga kamay sa kanyang tagiliran ay hindi ako magsisiampalataya,"Sinabi nga sa kaniya ng ibang mga alagad, Nakita namin ang Panginoon. Nguni't sinabi niya sa kanila, Malibang aking makita sa kaniyang mga kamay ang butas ng mga pako, at maisuot ko ang aking daliri sa butas ng mga pako, at maisuot ko ang aking kamay sa kaniyang tagiliran, ay hindi ako sasampalataya.",sinabi nga sa kaniya ng ibang mga alagad nakita namin ang panginoon ngunit sinabi niya sa kanila malibang aking makita sa kaniyang mga kamay ang butas ng mga pako at maisuot ko ang aking daliri sa butas ng mga pako at maisuot ko ang aking kamay sa kaniyang tagiliran ay hindi ako sasampalataya,20.746380491778154
Matthew,26,22,"Mamizing da ori am marahet o aktokto da no macinanao jya. Am ori o nikateyteyras da manangangay nya ji Yeso. Maniring sira am, “Mo Panirsirngen, yaken ori an?”",mamizing da ori am marahet o aktokto da no macinanao jya am ori o nikateyteyras da manangangay nya ji yeso maniring sira am mo panirsirngen yaken ori an,at silay nangagtaka at nagsilapit sa kaniya na nangagsasabi ako baga panginoon,"At sila'y lubhang nangamanglaw, at nagpasimula ang bawa't isa na magsabi sa kaniya, Ako baga, Panginoon?",at silay lubhang nangamanglaw at nagpasimula ang bawat isa na magsabi sa kaniya ako baga panginoon,14.136737337188586
Luke,6,23,Ta akman so sang o nakenakem da no ineynapo da no kakwa do panoyonoywan na so ciring ni Ama ta do to. Magaga kamo a somaray so onowned an. Ta amyan so arakorako pa ipasaray na jinyo ni Ama ta do to do teyngato an.,ta akman so sang o nakenakem da no ineynapo da no kakwa do panoyonoywan na so ciring ni ama ta do to magaga kamo a somaray so onowned an ta amyan so arakorako pa ipasaray na jinyo ni ama ta do to do teyngato an,magalak kayo at magsaya sapagkat magkakaroon kayo ng malaking kagalakan sa langit sapagkat gayon din ang ginawa ng kanilang mga ninuno sa mga propeta,"Mangagalak kayo sa araw na yaon, at magsilukso kayo sa kagalakan ; sapagka't narito, ang ganti sa inyo'y malaki sa langit; sapagka't sa gayon ding paraan ang ginawa ng kanilang mga magulang sa mga propeta.",mangagalak kayo sa araw na yaon at magsilukso kayo sa kagalakan  sapagkat narito ang ganti sa inyoy malaki sa langit sapagkat sa gayon ding paraan ang ginawa ng kanilang mga magulang sa mga propeta,17.8149016722751
Mark,8,23,"Makarahan am kalain na o mavota tao ni Yeso a mangay do siri no ili a kacipa na do mata na a kapaopta na so lima na jya. Maniring si Yeso jya am, “Manngwa, yamyan so mo macita an?”",makarahan am kalain na o mavota tao ni yeso a mangay do siri no ili a kacipa na do mata na a kapaopta na so lima na jya maniring si yeso jya am manngwa yamyan so mo macita an,at dinala niya sa kaniya ang lalaking bulag at dinala siya sa labas ng bayan at hinipo ang kaniyang mga mata at ipinatong ang kaniyang mga kamay sa kaniya at sinabi sa kaniya nakakakita ka baga ng anoman,"At hinawakan niya sa kamay ang lalaking bulag, at dinala niya sa labas ng nayon; at nang maluraan ang kaniyang mga mata, at maipatong ang kaniyang mga kamay sa kaniya, ay kaniyang tinanong siya, Nakakakita ka baga ng anoman?",at hinawakan niya sa kamay ang lalaking bulag at dinala niya sa labas ng nayon at nang maluraan ang kaniyang mga mata at maipatong ang kaniyang mga kamay sa kaniya ay kaniyang tinanong siya nakakakita ka baga ng anoman,47.17007320200689
Revelation,12,2,O mavakes rana am makeykai rana amyan do vahay. So ilololos na makaliliw so velek na.,o mavakes rana am makeykai rana amyan do vahay so ilololos na makaliliw so velek na,at siyay nagsisigawan at nagsisigaw dahil sa sakit ng tiyan,siya'y nagdadalang-tao at sumisigaw sa hirap sa panganganak at sa sakit ng pagluluwal.,siyay nagdadalangtao at sumisigaw sa hirap sa panganganak at sa sakit ng pagluluwal,13.76074141597786
Mark,9,25,"Macita ni Yeso o aro a tao a mangay omlimot sya am maniring do kalamsoyan ni Satan am, “Imo rana a na ikateleh a kalamsoyan ni Satan am yako imo sirsirngen a ji ka na meyyahahay a komaro do kataotao no kanakan. So ji mo na peyneynami so kapeysinaoli mo.”",macita ni yeso o aro a tao a mangay omlimot sya am maniring do kalamsoyan ni satan am imo rana a na ikateleh a kalamsoyan ni satan am yako imo sirsirngen a ji ka na meyyahahay a komaro do kataotao no kanakan so ji mo na peyneynami so kapeysinaoli mo,datapuwat nang makita ni jesus na ang maraming tao ay lumalapit sa kaniya ay sinabi niya sa karumaldumal na espiritu ikaw na espiritu ng kasamaan iniuutos ko sa iyo na lumabas ka sa kaniya at huwag ka nang bumalik,"At nang makita ni Jesus na dumaragsang tumatakbo ang karamihan, ay pinagwikaan niya ang karumaldumal na espiritu, na sinasabi sa kaniya, Ikaw bingi at piping espiritu, iniuutos ko sa iyo na lumabas ka sa kaniya, at huwag ka nang pumasok na muli sa kaniya.",at nang makita ni jesus na dumaragsang tumatakbo ang karamihan ay pinagwikaan niya ang karumaldumal na espiritu na sinasabi sa kaniya ikaw bingi at piping espiritu iniuutos ko sa iyo na lumabas ka sa kaniya at huwag ka nang pumasok na muli sa kaniya,42.00199833152672
Luke,23,26,Yangay da si Yeso no itaysang no Loma am masinmo da o asa ka tao do Cidinay a meyngaran si Simong a omalam a omoli a apo do takey a karakep da sya a pahanhanen da a somabway no jyojika kapacilolo na ji Yeso.,yangay da si yeso no itaysang no loma am masinmo da o asa ka tao do cidinay a meyngaran si simong a omalam a omoli a apo do takey a karakep da sya a pahanhanen da a somabway no jyojika kapacilolo na ji yeso,nang siyay kanilang dalhin ay kanilang nasumpungan ang isang simon na tagacirene na bumababa mula sa mga bukid at siyay kanilang dinakip upang magdala ng krus at sumunod kay jesus,"At nang siya'y kanilang dalhin ay kanilang pinigil ang isang Simong taga Cirene, na nanggaling sa bukid, at ipinasan sa kaniya ang krus, upang dalhin sa likuran ni Jesus.",at nang siyay kanilang dalhin ay kanilang pinigil ang isang simong taga cirene na nanggaling sa bukid at ipinasan sa kaniya ang krus upang dalhin sa likuran ni jesus,21.261287255178296
1 Corinthians,9,27,So ko apzatan do onowned ko. So ji ko to mangozai do apyahen ko. Ta ori o ji na wakwaki no azaw ko ji Ama ta do to. Ta maraherahet o kavozcin jyaken a kapakahap da sya no pamizngen ko a tao.,so ko apzatan do onowned ko so ji ko to mangozai do apyahen ko ta ori o ji na wakwaki no azaw ko ji ama ta do to ta maraherahet o kavozcin jyaken a kapakahap da sya no pamizngen ko a tao,at aking ituturo sa aking sarili na hindi ako gagawa ng aking sariling kalooban upang ang aking mga gawa ay huwag mahulog sa akin at ang mga nakikinig sa akin ay huwag mahulog sa akin,"Ngunit sinusupil ko ang aking katawan, at ginagawa itong alipin, upang pagkatapos na makapangaral ako sa iba, ako mismo ay hindi itakuwil.",ngunit sinusupil ko ang aking katawan at ginagawa itong alipin upang pagkatapos na makapangaral ako sa iba ako mismo ay hindi itakuwil,3.0759934809350447
Titus,1,1,Yaken rana am si Pawlo ko a lamlamsoy na ni Ama ta do to a nipamnekan ni Yeso Kizisto a omlivolivon no ciriciring na. O na nipamnekan jyaken am yana tovoin yaken a mapait so onowned da no nipamnekan na tao ni Ama ta do to a omanoyong ji Yeso. So palolwan ko sira a kapakateneng da rana do nanao na no yatamo iraralay.,yaken rana am si pawlo ko a lamlamsoy na ni ama ta do to a nipamnekan ni yeso kizisto a omlivolivon no ciriciring na o na nipamnekan jyaken am yana tovoin yaken a mapait so onowned da no nipamnekan na tao ni ama ta do to a omanoyong ji yeso so palolwan ko sira a kapakateneng da rana do nanao na no yatamo iraralay,si pablo na apostol ni cristo jesus sa pamamagitan ng kalooban ng diyos upang maipahayag ang pananampalataya ng mga pinili ng diyos at upang maipahayag ang mga aral ng diyos,"Si Pablo, na alipin ng Diyos, at apostol ni Jesu-Cristo, sa ikasusulong ng pananampalataya ng mga hinirang ng Diyos, at ng kanilang pagkakilala sa katotohanang ayon sa kabanalan,",si pablo na alipin ng diyos at apostol ni jesucristo sa ikasusulong ng pananampalataya ng mga hinirang ng diyos at ng kanilang pagkakilala sa katotohanang ayon sa kabanalan,13.071187520977322
Acts,26,14,"So nikamimin namen a nimavazakwang do teyrahem a nimakowap. Meyratateng am makamizing ko so ciring no Sipolay a tao. Maniring jyaken am, ‘Sawlo, Sawlo, ikongo yamo pakakasyan jyaken. Jyabo o kapakaharag mo jyaken a. Ta rakorako o oyowyat ko a ka nimo.’",so nikamimin namen a nimavazakwang do teyrahem a nimakowap meyratateng am makamizing ko so ciring no sipolay a tao maniring jyaken am sawlo sawlo ikongo yamo pakakasyan jyaken jyabo o kapakaharag mo jyaken a ta rakorako o oyowyat ko a ka nimo,at kamiy nangakatayo sa lupa na may mga pakikiapid at narinig ko ang isang tinig sa aking bibig na nagsasabi sa akin sa wikang hebreo saulo saulo bakit mo ako pinagmamasdan at hindi ka makakapasakit sa akin,"Nang bumagsak kaming lahat sa lupa ay narinig ko ang isang tinig na nagsasalita sa akin sa wikang Hebreo, ‘Saulo, Saulo, bakit mo ako inuusig? Makakasakit sa iyo ang sumikad sa matutulis.’",nang bumagsak kaming lahat sa lupa ay narinig ko ang isang tinig na nagsasalita sa akin sa wikang hebreo saulo saulo bakit mo ako inuusig makakasakit sa iyo ang sumikad sa matutulis,36.36516060296137
