Book,Chapter,Verse,Source (Pangasinan),Source (Cleaned),Pivot (Bikolano),Translation (Tagalog),Reference (Tagalog),Reference (Cleaned),BLEU
2 Samuel,12,4,"Aminsan ya agew walay sinmabin sangkaili na samay mayaman a laki. Ag labay na samay lakin mayaman so mamatas na dilin ayep to a panagkaili to; ingen, inala to may kordiro na samay mairap-bilay tan sikatoy impanangkaili to.”",aminsan ya agew walay sinmabin sangkaili na samay mayaman a laki ag labay na samay lakin mayaman so mamatas na dilin ayep to a panagkaili to ingen inala to may kordiro na samay mairapbilay tan sikatoy impanangkaili to,sarong aldaw nagabot an sarong bisita kan mayaman na lalaki habo siyang magbuno kan sadiri niyang hayop bilang bisita kundi kinua niya an kordero kan dukha asin pinadagos bilang bisita,dumating ang isang bisita ng taong mayaman at ayaw niyang patayin ang kanyang kawan kundi kinuha ang kordero ng dukha at dinala ang dukha,Noon ay may dumating na manlalakbay sa mayaman. Ayaw niyang kumuha mula sa kanyang sariling kawan at sa kanyang sariling bakahan para sa manlalakbay na dumating sa kanya. Sa halip ay kinuha niya ang kordero ng taong mahirap at inihanda sa lalaking dumating sa kanya.”,noon ay may dumating na manlalakbay sa mayaman ayaw niyang kumuha mula sa kanyang sariling kawan at sa kanyang sariling bakahan para sa manlalakbay na dumating sa kanya sa halip ay kinuha niya ang kordero ng taong mahirap at inihanda sa lalaking dumating sa kanya,4.188807495530499
1 Kings,8,53,"Ta pinilim irad saray katoowan ed intiron mundo, pian magmaliw iran dilin totoom, onung na imbagam ed panamegley nen Moises ya aripen mo nen impaway mod Egipto iray lalaki mi.”",ta pinilim irad saray katoowan ed intiron mundo pian magmaliw iran dilin totoom onung na imbagam ed panamegley nen moises ya aripen mo nen impaway mod egipto iray lalaki mi,pinili mo sinda sa gabos na banwaan sa kinaban tanganing magin sadiri mong banwaan siring sa itinaram mo sa paagi ni moises na saimong sorogoon kan iluwas mo sa egipto an samong mga ginikanan,silay iyong pinili sa lahat ng mga bayan sa ibabaw ng lupa upang maging iyong sariling bayan gaya ng iyong sinabi sa pamamagitan ni moises na iyong lingkod nang iyong ilabas ang aming mga ninuno sa lupain ng ehipto,"Sapagkat iyong ibinukod sila mula sa lahat ng mga bayan sa lupa, upang maging iyong mana, gaya ng iyong ipinahayag sa pamamagitan ni Moises na iyong lingkod, nang iyong ilabas ang aming mga ninuno sa Ehipto, O Panginoong Diyos .”",sapagkat iyong ibinukod sila mula sa lahat ng mga bayan sa lupa upang maging iyong mana gaya ng iyong ipinahayag sa pamamagitan ni moises na iyong lingkod nang iyong ilabas ang aming mga ninuno sa ehipto o panginoong diyos ,58.44973029957372
Genesis,46,21,"Saray lalakin anak nen Benjamin sikara di Bela, Beker, Asbel, Gera, Naaman, Ehi, Ros, Mupia, Hupim, tan Ard.",saray lalakin anak nen benjamin sikara di bela beker asbel gera naaman ehi ros mupia hupim tan ard,an mga aking lalaki ni benjamin iyo si bela beker asbel gera naaman ehi ros mupia hupim asin ard,ang mga anak ni benjamin sina bela beker asbel gera naaman ahi ros mufia hupim at ard,"At ang mga anak ni Benjamin: sina Bela, Beker, Asbel, Gera, Naaman, Ehi, Ros, Muppim, Hupim, at si Ard",at ang mga anak ni benjamin sina bela beker asbel gera naaman ehi ros muppim hupim at si ard,60.036254784096286
Matthew,6,12,"Pirdonam pa iray kasalanan mi, a singa pamipirdona mid saray nankasalanan ed sikami.",pirdonam pa iray kasalanan mi a singa pamipirdona mid saray nankasalanan ed sikami,patawada kami kan samong mga kasalan siring na pinapatawad mi man an mga nagkasala samo,at ipatawad mo sa amin ang aming mga utang gaya naman namin na nagpapatawad sa mga may utang sa amin,"At ipatawad mo sa amin ang aming mga utang, gaya naman namin na nagpatawad sa mga may utang sa amin.",at ipatawad mo sa amin ang aming mga utang gaya naman namin na nagpatawad sa mga may utang sa amin,85.78928092681431
Ezekiel,15,1,Say Katawan akisalitad siak.,say katawan akisalitad siak,nagtaram sako an kagurangnan ,ang salita ng panginoon ay dumating sa akin na sinasabi,"At ang salita ng Panginoon ay dumating sa akin, na sinasabi,",at ang salita ng panginoon ay dumating sa akin na sinasabi,90.48374180359599
Psalms,92,15,"Dia nanengneng a matonung so Katawan , anggapoy kaogsan ed sikato a manangyagel ko.",dia nanengneng a matonung so katawan  anggapoy kaogsan ed sikato a manangyagel ko,mahihiling digdi na an kagurangnan matanos mayo nin karatan sa sakong parasurog,narito ang panginoon ay matuwid at walang kasamaan sa aking saklolo,"upang ipakilala na ang Panginoon ay matuwid; siya'y aking malaking bato, at walang kasamaan sa kanya.",upang ipakilala na ang panginoon ay matuwid siyay aking malaking bato at walang kasamaan sa kanya,30.674893150098825
Ezekiel,17,1,"Say Katawan akisalitad siak,",say katawan akisalitad siak,nagtaram sako an kagurangnan ,ang salita ng panginoon ay dumating sa akin na sinasabi,"Ang salita ng Panginoon ay dumating sa akin, na sinasabi,",ang salita ng panginoon ay dumating sa akin na sinasabi,100.00000000000004
1 Kings,13,19,"Kanyan akilad samay masiken a propita imay propitan taga Juda, insan ira dinmongo.",kanyan akilad samay masiken a propita imay propitan taga juda insan ira dinmongo,kaya nagiba sa gurang na propeta an propetang gikan sa juda asin nagkakan sinda,kayat siyay umahon at kumain ng tinapay na kasama niya,"Kaya't siya ay bumalik na kasama niya, at kumain ng tinapay sa kanyang bahay at uminom ng tubig.",kayat siya ay bumalik na kasama niya at kumain ng tinapay sa kanyang bahay at uminom ng tubig,17.650300017919555
Hosea,1,3,"Kanyan angasaway Oseas na sakey a biin manngaray Gomer ya anak nen Diblaim. Kapaway na lakin onaan ya anak da,",kanyan angasaway oseas na sakey a biin manngaray gomer ya anak nen diblaim kapaway na lakin onaan ya anak da,kaya nagagom si oseas nin sarong babae na an ngaran gomer na aking babae ni diblaim kan mamundag an saindang matuang aking lalaki,kayat nagasawa si hosheas ng isang babae na ang pangalan ay gomer na anak ni diblaim at silay nagkaanak ng isang lalaki ang kanilang panganay,"Kaya't humayo siya, at kinuha niya si Gomer na anak ni Diblaim. At siya'y naglihi at nanganak sa kanya ng isang lalaki.",kayat humayo siya at kinuha niya si gomer na anak ni diblaim at siyay naglihi at nanganak sa kanya ng isang lalaki,24.835336815593248
Philippians,3,2,Manalwar kayod saray totoon singa asoy ogali ra; labalabay day manggaway kaogsan tan ipapasoot dan gergerey laman.,manalwar kayod saray totoon singa asoy ogali ra labalabay day manggaway kaogsan tan ipapasoot dan gergerey laman,maglikay kamo sa mga tawong arog sa mga ayam namomoot sa paggibo nin maraot asin nagpaparibok sa saindang hawak,ngunit magingat kayo sa mga aso na sa kanilang pagibig ay kasamaan at sa kanilang mga kalayawan ay nagsisigaw kayo,"Mag-ingat kayo sa mga aso, mag-ingat kayo sa masasamang manggagawa, mag-ingat kayo sa mga hindi totoong pagtutuli.",magingat kayo sa mga aso magingat kayo sa masasamang manggagawa magingat kayo sa mga hindi totoong pagtutuli,20.76047003130265
Isaiah,44,27,Diad sakey a ganggan ko namamagaan so dayat.,diad sakey a ganggan ko namamagaan so dayat,sa sakong pagboot nagalang an dagat,sa pamamagitan ng aking salita ang dagat ay natuyo,"Na nagsasabi sa kalaliman, ‘Ikaw ay matuyo, aking tutuyuin ang iyong mga ilog;’",na nagsasabi sa kalaliman ikaw ay matuyo aking tutuyuin ang iyong mga ilog,4.32319463004898
1 Samuel,2,29,"Akin, sirin et aagoman yo ray bagat tan saray saklang ko ya ingganggan ko ran gawaen na totook? Akin et papablien mo ni ray lalakin anak mo nen say siak? Akin et aabuloyan mo ran mampatabad sikaran dili diad pangakan dad saray sankaabigan a parti na amin a bagat ya isasaklang ed siak na saray totook?",akin sirin et aagoman yo ray bagat tan saray saklang ko ya ingganggan ko ran gawaen na totook akin et papablien mo ni ray lalakin anak mo nen say siak akin et aabuloyan mo ran mampatabad sikaran dili diad pangakan dad saray sankaabigan a parti na amin a bagat ya isasaklang ed siak na saray totook,kun siring tadaw ta linalapas nindo an sakong mga sakripisyo asin mga dolot na ipinagboot ko sa sakong banwaan tadaw ta orog na ginagalangan mo an saimong mga aking lalaki ki sa sako tadaw ta tinutugotan mong magkakan sinda kan pinakamarahay sa gabos na dolot na idinodolot sako kan sakong banwaan,bakit ninyo nilapastangan ang aking mga alay at ang aking mga alay na aking iniutos sa aking bayan at itinataas ninyo ang inyong mga anak nang higit kaysa akin bakit ninyo sila pinahihintulutang kumain ng pinakamabuti sa mga handog na sinusunog ng aking bayan,"Bakit niyuyurakan ninyo ang aking mga alay at ang aking handog na aking iniutos, at iyong pinararangalan ang iyong mga anak nang higit kaysa akin, upang kayo'y magpakataba sa mga pinakapiling bahagi sa bawat handog ng Israel na aking bayan?’",bakit niyuyurakan ninyo ang aking mga alay at ang aking handog na aking iniutos at iyong pinararangalan ang iyong mga anak nang higit kaysa akin upang kayoy magpakataba sa mga pinakapiling bahagi sa bawat handog ng israel na aking bayan,31.800773118986356
John,10,18,"Anggapoy makaekal na bilay ko, balet isaklang kon manlapud siak a dili so bilay ko. Walay pakayarik a mangiter tan mamawiy bilay ko. Ingganggan nen Amak yan gawaen ko.”",anggapoy makaekal na bilay ko balet isaklang kon manlapud siak a dili so bilay ko walay pakayarik a mangiter tan mamawiy bilay ko ingganggan nen amak yan gawaen ko,mayo nin siisay man na makakakua kan sakong buhay alagad idinodolot ko iyan sa sadiri kong kabotan igwa ako nin kapangyarihan sa pagtao kaiyan asin sa pagbuhay giraray iyan an pagboot sako kan sakong ama,walang taong kukunin sa akin ang buhay ko subalit ibinibigay ko ito sa aking sariling kalooban may awtoridad akong ibigay at may awtoridad akong muli na kunin ang utos na ito ay ibinigay sa akin ng aking ama,"Sinoma'y hindi nagaalis sa akin nito, kundi kusa kong ibinibigay. May kapangyarihan akong magbigay nito, at may kapangyarihan akong kumuhang muli. Tinanggap ko ang utos na ito sa aking Ama.",sinomay hindi nagaalis sa akin nito kundi kusa kong ibinibigay may kapangyarihan akong magbigay nito at may kapangyarihan akong kumuhang muli tinanggap ko ang utos na ito sa aking ama,12.319017561119804
Psalms,2,6,"“Pinayorung kon manoley so arik diad tapew na masanton palandey ko a Sion,” kuanto.",pinayorung kon manoley so arik diad tapew na masanton palandey ko a sion kuanto,nagtaram siya ibinugtak ko an sakong hade sa sion an banal kong bulod,aking inilagay ang aking hari sa aking banal na bundok,"“Gayunma'y inilagay ko ang aking hari sa Zion, sa aking banal na burol.”",gayunmay inilagay ko ang aking hari sa zion sa aking banal na burol,38.921254277570085
2 Kings,22,5,"Ibagam ed sikato ya iter toy kuarta ed saray totoon makaoley ed panaapiger na Timplo,",ibagam ed sikato ya iter toy kuarta ed saray totoon makaoley ed panaapiger na timplo,sabihan mo siya na itao an kwarta sa mga tawong namamahala kan paghirahay kan templo,at iyong sasabihin sa kanya ibigay mo ang salapi sa kamay ng mga manggagawa na nangangasiwa sa pagtatayo ng bahay ng panginoon ,"at ibigay iyon sa kamay ng mga manggagawa na silang nangangasiwa sa bahay ng Panginoon . Ibibigay naman nila iyon sa mga manggagawa na nasa bahay ng Panginoon , na nag-aayos ng bahay,",at ibigay iyon sa kamay ng mga manggagawa na silang nangangasiwa sa bahay ng panginoon  ibibigay naman nila iyon sa mga manggagawa na nasa bahay ng panginoon  na nagaayos ng bahay,21.768772437054025
1 Samuel,25,38,"Kayariy sakey a samploran agew dinusa na Katawan si Nabal, et inatey.",kayariy sakey a samploran agew dinusa na katawan si nabal et inatey,pakalihis nin sampolong aldaw pinadusahan nin kagurangnan si nabal asin nagadan,pagkaraan ng sampung araw hinampas ng panginoon si nabal at siyay namatay,"Pagkaraan ng may sampung araw, sinaktan ng Panginoon si Nabal, at siya'y namatay.",pagkaraan ng may sampung araw sinaktan ng panginoon si nabal at siyay namatay,57.07985352291965
Esther,1,12,"Balet nen imbaga na saramay aripen so ganggan na ari, ag labay nen Vasti so ondago. Lapud saya, mapalaloy pasnuk na ari.",balet nen imbaga na saramay aripen so ganggan na ari ag labay nen vasti so ondago lapud saya mapalaloy pasnuk na ari,alagad kan ipahayag kan mga sorogoon an pagboot kan hade nagsayuma si vasti huli kaini naanggot nin makuri an hade,ngunit nang ipahayag ng mga lingkod ng hari ang utos na ito si vasti ay tumanggi at ang galit ng hari ay nagningas,"Ngunit si Reyna Vasti ay tumanggi na pumunta sa utos ng hari na ipinaabot ng mga eunuko. Kaya't ang hari ay lubhang nagalit, at ang kanyang galit ay nag-alab sa katauhan niya.",ngunit si reyna vasti ay tumanggi na pumunta sa utos ng hari na ipinaabot ng mga eunuko kayat ang hari ay lubhang nagalit at ang kanyang galit ay nagalab sa katauhan niya,8.415913696100517
1 Samuel,2,8,"Agwaten tod dabuk iray mairap-bilay, tan aonen tod kairapan iray pangaskasiyan. Gawaen to ran kakaiba na saray prinsipi, tan iyakar to rad saray pasen na kagalangan. Kayaryan na Katawan iray punda-sion na mundo; diad saraya so angiletnegan toy mundo.",agwaten tod dabuk iray mairapbilay tan aonen tod kairapan iray pangaskasiyan gawaen to ran kakaiba na saray prinsipi tan iyakar to rad saray pasen na kagalangan kayaryan na katawan iray pundasion na mundo diad saraya so angiletnegan toy mundo,an mga dukha iluluwas niya sa alpog asin an mga mayong sukat iluluwas niya sa kasakitan gigibohon niya sindang kairiba kan mga prinsipe asin dadarahon sa mga mamurawayon na lugar sadiri nin kagurangnan an mga pundasyon kan kinaban sa mga iyan itinugdok niya an kinaban,kanyang ilalabas ang dukha mula sa alabok at ang dukha mula sa kaguluhan kanyang ilalagay sila sa gitna ng mga pinuno at dadalhin sila sa maluwalhating dako sapagkat ang panginoon ang nagtatag ng sanlibutan sa mga iyon ay itinatag niya ito,"Kanyang ibinabangon ang dukha mula sa alabok, itinataas niya ang nangangailangan mula sa bunton ng abo, upang sila'y paupuing kasama ng mga pinuno, at magmana ng trono ng karangalan. Sapagkat ang mga haligi ng lupa ay sa Panginoon , at sa mga iyon ay ipinatong niya ang sanlibutan.",kanyang ibinabangon ang dukha mula sa alabok itinataas niya ang nangangailangan mula sa bunton ng abo upang silay paupuing kasama ng mga pinuno at magmana ng trono ng karangalan sapagkat ang mga haligi ng lupa ay sa panginoon  at sa mga iyon ay ipinatong niya ang sanlibutan,21.151922831971458
Mark,8,2,"“Nakakasian ko ra yan totoo, ta taloy agew lan kaibak ira et anggapoy naakan da.",nakakasian ko ra yan totoo ta taloy agew lan kaibak ira et anggapoy naakan da,naheherak ako sa mga tawong ini huli ta tolong aldaw na sinda kaiba ko asin mayo na sinda nin makakakan,nahabag ako sa maraming tao sapagkat tatlong araw na silang kasama ko at wala silang makain,"Nahahabag ako sa karamihan, sapagka't tatlong araw nang sila'y nangatira sa akin, at walang mangakain:",nahahabag ako sa karamihan sapagkat tatlong araw nang silay nangatira sa akin at walang mangakain,11.980914528565991
Psalms,82,6,"Imbagak ed sikayon diriyos kayo, tan anak kayon amin na Sankatageyan a Dios.",imbagak ed sikayon diriyos kayo tan anak kayon amin na sankatageyan a dios,sinabi ko kamo mga dios kamo gabos mga aki kan kahorohalangkaweng dios,sinabi ko sa inyo kayoy mga diyos at kayong lahat ay mga anak ng kataastaasan,"Aking sinasabi, “Kayo'y mga diyos, kayong lahat ay mga anak ng Kataas-taasan.",aking sinasabi kayoy mga diyos kayong lahat ay mga anak ng kataastaasan,49.2027451538551
Leviticus,8,36,Kanyan si Aaron tan saramay anak to sinumpal day amin ya ganggan na Katawan diad panamegley nen Moises.,kanyan si aaron tan saramay anak to sinumpal day amin ya ganggan na katawan diad panamegley nen moises,kaya ginibo ni aaron asin kan saiyang mga aki an gabos na ipinagboot nin kagurangnan ki moises,gayon ang ginawa ni aaron at ng kanyang mga anak ayon sa lahat ng iniutos ng panginoon kay moises,Ginawa ni Aaron at ng kanyang mga anak ang lahat na iniutos ng Panginoon sa pamamagitan ni Moises.,ginawa ni aaron at ng kanyang mga anak ang lahat na iniutos ng panginoon sa pamamagitan ni moises,47.473549111732495
Ezekiel,40,44,"Insan samay laki inyakar to ak ed patio ed dalem. Walad may duaran kuarto, say sakey akaarap ed baybay diad abay na samay dalan na puirtad baybay tan say sakey a kuarto akaarap ed baybay diad abay na dalan na puirtad abalaten.",insan samay laki inyakar to ak ed patio ed dalem walad may duaran kuarto say sakey akaarap ed baybay diad abay na samay dalan na puirtad baybay tan say sakey a kuarto akaarap ed baybay diad abay na dalan na puirtad abalaten,dangan ipinagiba ako kan lalaki sa patyong nasa laog igwa nin duwang kwarto an saro nakaatubang sa amihan kataed kan trangkahan sa amihan asin an saro nakaatubang sa amihan kataed kan trangkahan sa habagat,nang magkagayoy dinala niya ako sa panloob na bulwagan may mga silid sa pintuan sa dakong hilaga sa tabi ng pintuan sa dakong hilaga at sa pintuan sa dakong timog,Dinala niya ako mula sa labas patungo sa panloob na patyo. May dalawang silid sa panloob na patyo. Ang isa ay nasa tabi ng pintuang nakaharap sa timog at ang isa ay sa tabi ng pintuan sa silangan na nakaharap sa hilaga.,dinala niya ako mula sa labas patungo sa panloob na patyo may dalawang silid sa panloob na patyo ang isa ay nasa tabi ng pintuang nakaharap sa timog at ang isa ay sa tabi ng pintuan sa silangan na nakaharap sa hilaga,15.331691484685779
Isaiah,37,20,"Kanyan natan, Katawan a Dios mi, iyagel mo kami pad saray taga Asiria, pian naamtaan na amin da ray bansa ed intiron mundo a bukbukor mo so Katawan a Dios.”",kanyan natan katawan a dios mi iyagel mo kami pad saray taga asiria pian naamtaan na amin da ray bansa ed intiron mundo a bukbukor mo so katawan a dios,kaya ngunyan o kagurangnan na samong dios ligtasan kami sa mga taga asiria tanganing maaraman kan gabos na nasyon sa kinaban na ika sana an kagurangnan dios,ngayon o panginoon naming diyos iligtas mo kami sa kamay ng tagaasiria upang malaman ng lahat ng mga bansa sa lupa na ikaw lamang ang panginoong diyos,"Ngayon nga, O Panginoon naming Diyos, iligtas mo kami sa kanyang kamay, upang makilala ng lahat na kaharian sa lupa, na ikaw lamang ang Panginoon .”",ngayon nga o panginoon naming diyos iligtas mo kami sa kanyang kamay upang makilala ng lahat na kaharian sa lupa na ikaw lamang ang panginoon ,46.53981412561116
Luke,22,5,Makaliliket ira tan insipan da ya itdan day kuarta.,makaliliket ira tan insipan da ya itdan day kuarta,naogma sinda asin nanuga na tatawan siya nin kwarta,at silay nagalak at nagsaad na siyay bibigyan ng salapi,At sila'y natuwa at nagkasundong bigyan siya ng salapi.,at silay natuwa at nagkasundong bigyan siya ng salapi,12.549310621989482
Exodus,12,15,"Say Katawan kuanto, “Diad loob na pitoran agew ag kayo mamangan na tinapay a pinaalsad libadura—saray tinapay ya anggapoy libadura labat so kanen yo. Diad ononan agew ibantak yoy amin a libaduran narumog yo ed kaabungan yo, ta no walay Israelitan mangan na tinapay a nanlibadura legan na sarayan agew, ag la nibilang a sakey ed saray totook.",say katawan kuanto diad loob na pitoran agew ag kayo mamangan na tinapay a pinaalsad libadurasaray tinapay ya anggapoy libadura labat so kanen yo diad ononan agew ibantak yoy amin a libaduran narumog yo ed kaabungan yo ta no walay israelitan mangan na tinapay a nanlibadura legan na sarayan agew ag la nibilang a sakey ed saray totook,nagtaram an kagurangnan pitong aldaw kamong magkakan nin tinapay na igwa nin lebadura sa enot na aldaw kakanon nindo an tinapay na mayo nin lebadura halea nindo sa saindong mga harong an gabos na lebadura huli ta an siisay man sa mga israelita na magkakan nin tinapay na igwa nin lebadura sa laog kan pitong aldaw na iyan dai na ibibilang na kaayon sa sakong banwaan,pitong araw na kakain kayo ng tinapay na walang pampaalsa sa unang araw ay kakain kayo ng tinapay na walang pampaalsa alisin ninyo ang lahat ng pampaalsa sa inyong mga bahay sapagkat sinumang tao sa sambahayan ni israel na kumain ng tinapay na may pampaalsa sa loob ng pitong araw ay ititiwalag sa israel,"Pitong araw na kakain kayo ng tinapay na walang pampaalsa. Sa unang araw ay inyong aalisin sa inyong mga bahay ang pampaalsa, sapagkat sinumang kumain ng tinapay na may pampaalsa, mula sa unang araw hanggang sa ikapitong araw ay ititiwalag sa Israel.",pitong araw na kakain kayo ng tinapay na walang pampaalsa sa unang araw ay inyong aalisin sa inyong mga bahay ang pampaalsa sapagkat sinumang kumain ng tinapay na may pampaalsa mula sa unang araw hanggang sa ikapitong araw ay ititiwalag sa israel,45.48483407926281
2 Chronicles,33,22,"Nanggagaway kaogsan ed arap na Katawan a singa si ama ton tan Manases, inggagalang to ray talintaoy diriyos ya inggalang nen ama to.",nanggagaway kaogsan ed arap na katawan a singa si ama ton tan manases inggagalang to ray talintaoy diriyos ya inggalang nen ama to,arog kan saiyang ama na si manases naggibo siya nin maraot sa atubang nin kagurangnan nagsamba siya sa mga diosdios kan saiyang ama,siyay gumawa ng kasamaan sa paningin ng panginoon ayon sa lahat ng ginawa ng kanyang amang si manases at sumamba sa mga diyos ng kanyang ama,"Kanyang ginawa ang masama sa paningin ng Panginoon , gaya ng ginawa ni Manases na kanyang ama. Si Amon ay naghandog sa lahat ng larawang inanyuan na ginawa ni Manases na kanyang ama, at naglingkod sa mga iyon.",kanyang ginawa ang masama sa paningin ng panginoon  gaya ng ginawa ni manases na kanyang ama si amon ay naghandog sa lahat ng larawang inanyuan na ginawa ni manases na kanyang ama at naglingkod sa mga iyon,12.028513475385243
Revelation,17,1,"Kasumpal to ya, dinmagod siak so sakey ed saramay pitoran anghil a sankaawit day pitoran yaung tan inkuanto, “Gala dia, ta ipanengneng kod sika no panoy kadusa na makapanyarin marotak a bii, a salanti say makapanyarin siudad a nipaalagey ed abay na amayamay ya ilog.",kasumpal to ya dinmagod siak so sakey ed saramay pitoran anghil a sankaawit day pitoran yaung tan inkuanto gala dia ta ipanengneng kod sika no panoy kadusa na makapanyarin marotak a bii a salanti say makapanyarin siudad a nipaalagey ed abay na amayamay ya ilog,dangan nagdolok sako an saro kan pitong anghel na may pitong mangko asin nagsabi madya ipapahiling ko saimo an padusa kan dakulang maraot na babae an dakulang syudad na pinatindog sa tampi nin dakul na salog,at lumapit ang isa sa pitong anghel na may pitong mangkok at nagsalita sa akin na nagsasabi halika ipapakita ko sa iyo ang kahatulan ng dakilang mangangalunya na siyang nasa tabi ng maraming ilog,"At dumating ang isa sa pitong anghel na may pitong mangkok at nagsalita sa akin na nagsasabi, “Halika. Ipapakita ko sa iyo ang hatol sa tanyag na mahalay na babae na nakaupo sa ibabaw ng maraming tubig;",at dumating ang isa sa pitong anghel na may pitong mangkok at nagsalita sa akin na nagsasabi halika ipapakita ko sa iyo ang hatol sa tanyag na mahalay na babae na nakaupo sa ibabaw ng maraming tubig,58.02299186386584
Ezekiel,18,17,"Ag to labay so manggawa na antokaman a kaogsan tan ag to ipapaabang so kuarta to. Oonuren to ray ganggan ko tan susumpalen to ray bilin ko. Ag ompatey lapud saray kasalanan nen ama to, no ag ingen sikatoy mambilay.",ag to labay so manggawa na antokaman a kaogsan tan ag to ipapaabang so kuarta to oonuren to ray ganggan ko tan susumpalen to ray bilin ko ag ompatey lapud saray kasalanan nen ama to no ag ingen sikatoy mambilay,habo siyang maggibo nin anoman na maraot asin dai nagbabayad nin utang sinusunod niya an sakong mga togon saka kinuyog an sakong mga pagboot dai siya magagadan huli kan mga kasalan kan saiyang ama kundi mabubuhay,na hindi gumagawa ng kasamaan ni nagbabayad man ng utang kundi lumalakad sa aking mga tuntunin at tinutupad ang aking mga batas siyay hindi mamamatay dahil sa kasamaan ng kanyang ama kundi mabubuhay,"na iniuurong ang kanyang kamay sa kasamaan, hindi tumatanggap ng patubo o ng pakinabang man, ginagawa ang aking mga batas, at lumalakad sa aking mga tuntunin; hindi siya mamamatay ng dahil sa kasamaan ng kanyang ama, siya'y tiyak na mabubuhay.",na iniuurong ang kanyang kamay sa kasamaan hindi tumatanggap ng patubo o ng pakinabang man ginagawa ang aking mga batas at lumalakad sa aking mga tuntunin hindi siya mamamatay ng dahil sa kasamaan ng kanyang ama siyay tiyak na mabubuhay,29.27367856724898
Luke,3,29,"Si Er anak nen Josue, ya anak nen Eliezer, ya anak nen Jorim, ya anak nen Matat. Si Matat anak nen Levi,",si er anak nen josue ya anak nen eliezer ya anak nen jorim ya anak nen matat si matat anak nen levi,si er aki ni josue na aki ni eliezer na aki ni jorim na aki ni matat na aki ni levi,ni josue ni eliezer ni jorim ni matat ni levi,"Ni Jesus, ni Eliezer, ni Jorim, ni Mata, ni Levi,",ni jesus ni eliezer ni jorim ni mata ni levi,46.713797772819994
Genesis,38,10,"Nampasnuk so Katawan ed sayan ginawa nen Onan, kanyan pinatey to met.",nampasnuk so katawan ed sayan ginawa nen onan kanyan pinatey to met,naanggot an kagurangnan sa ginibo ni onan kaya ginadan man niya ini,at ang panginoon ay nagalit dahil kay onan at kanyang pinatay siya rin,"Ang bagay na ginawa niya ay masama sa paningin ng Panginoon , kaya't siya rin ay pinatay niya.",ang bagay na ginawa niya ay masama sa paningin ng panginoon  kayat siya rin ay pinatay niya,5.977325737924356
1 Samuel,25,2-3,"Walay sakey a lakin kabyangay boleg nen Caleb a manngaray Nabal; taga baley na Maon, balet say kawalaay anapan to diad baley na Carmel. Mayaman a maung yan too: talon libo so karniro to tan sanlibo so kanding to. Say asawa to si Abigail, sakey a maganggana tan maotek a bii; balet si Nabal maonganget tan aliwliway ogali to. Aminsan walad Carmel si Nabal a mangakatliy karniro to.",walay sakey a lakin kabyangay boleg nen caleb a manngaray nabal taga baley na maon balet say kawalaay anapan to diad baley na carmel mayaman a maung yan too talon libo so karniro to tan sanlibo so kanding to say asawa to si abigail sakey a maganggana tan maotek a bii balet si nabal maonganget tan aliwliway ogali to aminsan walad carmel si nabal a mangakatliy karniro to,igwa kaidto nin sarong lalaki na an ngaran nabal na gikan sa banwa nin maon asin naghiras nin trigo sa banwa nin carmelo mayaman siya nin marahay tolong ribong karnero saka sangribong kanding an agom niya na si abigail sarong magayon asin madonong na babae alagad si nabal sarong maraot saka maraot na babae sarong aldaw yaon si nabal sa carmelo na nagguguntingan kan saiyang mga karnero,may isang lalaki na ang pangalan ay nabal mula sa maon na nagbubungkal ng trigo sa carmel siyay may tatlong libong tupa at isang libong kambing at ang kanyang asawa ay si abigail isang magandang babae at matatalino ngunit si nabal ay isang upahang babaing upahang babae siyay nasa carmel na namumulot ng mga tupa,"May isang lalaki sa Maon na ang mga ari-arian ay nasa Carmel. Ang lalaki ay napakayaman; siya'y mayroong tatlong libong tupa at isang libong kambing. Ginugupitan niya ng balahibo ang kanyang mga tupa sa Carmel. Ang pangalan ng lalaki ay Nabal, at ang pangalan ng kanyang asawa ay Abigail. Ang babae ay matalino at maganda, ngunit ang lalaki ay masungit at masama ang ugali. Siya'y mula sa sambahayan ni Caleb.",may isang lalaki sa maon na ang mga ariarian ay nasa carmel ang lalaki ay napakayaman siyay mayroong tatlong libong tupa at isang libong kambing ginugupitan niya ng balahibo ang kanyang mga tupa sa carmel ang pangalan ng lalaki ay nabal at ang pangalan ng kanyang asawa ay abigail ang babae ay matalino at maganda ngunit ang lalaki ay masungit at masama ang ugali siyay mula sa sambahayan ni caleb,17.992244831109375
Philippians,2,14,"Gawa yo ray amin a kimey ya anggapoy ngorongoro tan sangsangan,",gawa yo ray amin a kimey ya anggapoy ngorongoro tan sangsangan,gibohon nindo an gabos na bagay na mayo nin ribok o iriwal,gawin ninyo ang lahat ng mga bagay na walang pagalipusta at pagtatalo,"Gawin ninyo ang lahat ng mga bagay na walang pabulong-bulong at pagtatalo,",gawin ninyo ang lahat ng mga bagay na walang pabulongbulong at pagtatalo,76.91605673134588
